 -2011830, -3303292
 -3159709, -2230437
 -3786337,  -789718
 -3788049,   781273
 -3164575,  2223672
 -2019114,  3298796
  -540281,  3829652
  1027543,  3728532
  2425706,  3012243
  3423627,  1798984
  3856468,   288333
  3653245, -1269389
  2846924, -2617768
  1570867, -3534242
    35785, -3867455
 -1505713, -3562421
 -2798549, -2669516
 -3629304, -1336621
 -3861523,   217075
 -3456578,  1734997
 -2481082,  2966744
 -1096256,  3708766
   469252,  3838792
  1957290,  3335496
  3122609,  2281554
  3772689,   851254
  3800011,  -719499
  3200319, -2171488
  2072250, -3265534
   602142, -3820456
  -966525, -3744895
 -2376017, -3051750
 -3394152, -1854631
 -3851685,  -351773
 -3673773,  1209159
 -2889799,  2570542
 -1628536,  3507759
   -98967,  3866201
  1446987,  3586420
  2754170,  2715061
  3606688,  1395338
  3864429,  -154357
  3484005, -1678740
  2528991, -2926231
  1156891, -3690474
  -406660, -3846367
 -1902821, -3367382
 -3085098, -2332444
 -3758296,  -912986
 -3811444,   656813
 -3235640,  2118639
 -2125605,  3230960
  -665449,  3809920
   904743,  3760100
  2325956,  3089605
  3362836,  1909768
  3845019,   414503
  3692734, -1149362
  2931097, -2523405
  1685702, -3481240
   162039, -3864459
 -1388268, -3609966
 -2709682, -2759821
 -3583835, -1454499
 -3866707,    90763
 -3511494,  1621207
 -2577083,  2883980
 -1217071,  3670932
   343692,  3852190
  1847089,  3397737
  3046286,  2382587
  3742713,   973908
  3821642,  -594914
  3269826, -2065544
  2178264, -3195939
   727483, -3798601
  -843442, -3774613
 -2275298, -3127789
 -3331781, -1964653
 -3838114,  -477295
 -3711421,  1088412
 -2972470,  2474524
 -1742750,  3452702
  -225466,  3860883
  1328763,  3631980
  2663529,  2803646
  3559093,  1512927
  3867342,   -27502
  3537137, -1563711
  2623269, -2841718
  1276654, -3650707
  -280471, -3857528
 -1791628, -3427641
 -3007291, -2432049
 -3726505, -1035782
 -3830875,   531883
 -3303173,  2011725
 -2230578,  3159372
  -789512,  3786085
   781575,  3787613
  2223404,  3164245
  3298727,  2018738
  3829420,   539852
  3728587, -1027647
  3012345, -2425815
  1798670, -3423917
   288560, -3856912
 -1269583, -3653568
 -2617975, -2847289
 -3534037, -1571559
 -3867419,   -35968
 -3562500,  1505472
 -2670014,  2797888
 -1337079,  3629080
   217089,  3861346
  1735346,  3456299
  2966771,  2480802
  3708687,  1096344
  3838882,  -469279
  3335376, -1957793
  2281582, -3123000
   851255, -3772957
  -719544, -3800364
 -2171579, -3200937
 -3265663, -2072634
 -3820533,  -603024
 -3745039,   965905
 -3051760,  2376040
 -1854753,  3393529
  -351655,  3851419
  1209364,  3673532
  2570499,  2889482
  3507827,  1628700
  3866351,    99100
  3586605, -1446989
  2715227, -2754395
  1395751, -3607126
  -154191, -3864798
 -1678689, -3484678
